Hydstra code,Long name,Name,Analysis method (Short name),Unit short name
7795,"2,3',4',5-tetrachlorobiphenyl (PCB 70)",4416_00_00_00_14,706n1,WISKI_NGL
7948,"2,3',4',5-tetrachlorobiphenyl (PCB 70)",4416_00_00_00_14,1435,WISKI_PGL
60311,"2,3',4',5-tetrachlorobiphenyl (PCB 70)",4416_00_00_00_14,4300,WISKI_PGL
61413,"2,3',4',5-tetrachlorobiphenyl (PCB 70)",4416_00_00_00_14,706n2,WISKI_NGL
61417,"2,2',3,4,5'-pentachlorobiphenyl (PCB 87)",1091_00_00_00_14,706n2,WISKI_NGL
60315,"2,2',3,4,5'-pentachlorobiphenyl (PCB 87)",1091_00_00_00_14,4300,WISKI_PGL
7952,"2,2',3,4,5'-pentachlorobiphenyl (PCB 87)",1091_00_00_00_14,1435,WISKI_PGL
7798,"2,2',3,4,5'-pentachlorobiphenyl (PCB 87)",1091_00_00_00_14,706n1,WISKI_NGL
7801,"2,2',4,5,5'-pentachlorobiphenyl (PCB 101)",1092_00_00_00_14,706n1,WISKI_NGL
7955,"2,2',4,5,5'-pentachlorobiphenyl (PCB 101)",1092_00_00_00_14,1435,WISKI_PGL
60318,"2,2',4,5,5'-pentachlorobiphenyl (PCB 101)",1092_00_00_00_14,4300,WISKI_PGL
49090,"2,2',4,5,5'-pentachlorobiphenyl (PCB 101)",1092_00_00_00_14,3227,WISKI_PGL
61420,"2,2',4,5,5'-pentachlorobiphenyl (PCB 101)",1092_00_00_00_14,706n2,WISKI_NGL
61427,"2,2',3,4,4',5'-hexachlorobiphenyl (PCB 138)",1097_00_00_00_14,706n2,WISKI_NGL
49096,"2,2',3,4,4',5'-hexachlorobiphenyl (PCB 138)",1097_00_00_00_14,3227,WISKI_PGL
60326,"2,2',3,4,4',5'-hexachlorobiphenyl (PCB 138)",1097_00_00_00_14,4300,WISKI_PGL
7964,"2,2',3,4,4',5'-hexachlorobiphenyl (PCB 138)",1097_00_00_00_14,1435,WISKI_PGL
7807,"2,2',3,4,4',5'-hexachlorobiphenyl (PCB 138)",1097_00_00_00_14,706n1,WISKI_NGL
7836,"2,4,4'-Trichlorobiphenyl-13C12 (PCB 28)",3906_00_00_00_01,706n1,PERC
7939,"2,4,4'-Trichlorobiphenyl-13C12 (PCB 28)",3906_00_00_00_01,1435,PERC
60303,"2,4,4'-Trichlorobiphenyl-13C12 (PCB 28)",3906_00_00_00_01,4300,PERC
61453,"2,4,4'-Trichlorobiphenyl-13C12 (PCB 28)",3906_00_00_00_01,706n2,PERC
61454,"2,2',5,5'-Tetrachlorobiphenyl-13C12 (PCB 52)",3907_00_00_00_01,706n2,PERC
60310,"2,2',5,5'-Tetrachlorobiphenyl-13C12 (PCB 52)",3907_00_00_00_01,4300,PERC
7837,"2,2',5,5'-Tetrachlorobiphenyl-13C12 (PCB 52)",3907_00_00_00_01,706n1,PERC
7838,"2,3,3',5,5'-Pentachlorobiphenyl-13C12 (PCB 111)",3908_00_00_00_01,706n1,PERC
61455,"2,3,3',5,5'-Pentachlorobiphenyl-13C12 (PCB 111)",3908_00_00_00_01,706n2,PERC
61456,"2,2',4,4',5,5'-Hexachlorobiphenyl-13C12 (PCB 153)",3909_00_00_00_01,706n2,PERC
7839,"2,2',4,4',5,5'-Hexachlorobiphenyl-13C12 (PCB 153)",3909_00_00_00_01,706n1,PERC
7840,"2,2',3,3',5,5',6-Heptachlorobiphenyl-13C12 (PCB 178)",3910_00_00_00_01,706n1,PERC
61457,"2,2',3,3',5,5',6-Heptachlorobiphenyl-13C12 (PCB 178)",3910_00_00_00_01,706n2,PERC
61458,"2,2',3,3',4,4',5,5',6-Octachlorobiphenyl-13C12 (PCB 194)",3911_00_00_00_01,706n2,PERC
60345,"2,2',3,3',4,4',5,5',6-Octachlorobiphenyl-13C12 (PCB 194)",3911_00_00_00_01,4300,PERC
7841,"2,2',3,3',4,4',5,5',6-Octachlorobiphenyl-13C12 (PCB 194)",3911_00_00_00_01,706n1,PERC
7984,"2,2',3,3',4,4',5,5',6-Octachlorobiphenyl-13C12 (PCB 194)",3911_00_00_00_01,1435,PERC
7991,"2,2',3,3',4,5,5',6,6'-Nonachlorobiphenyl-13C12 (PCB 208)",3912_00_00_00_01,1435,PERC
7842,"2,2',3,3',4,5,5',6,6'-Nonachlorobiphenyl-13C12 (PCB 208)",3912_00_00_00_01,706n1,PERC
60352,"2,2',3,3',4,5,5',6,6'-Nonachlorobiphenyl-13C12 (PCB 208)",3912_00_00_00_01,4300,PERC
61459,"2,2',3,3',4,5,5',6,6'-Nonachlorobiphenyl-13C12 (PCB 208)",3912_00_00_00_01,706n2,PERC
7901,Nitrogen particulate,632_00_00_00_14,210d1,MGL
7902,Nitrogen particulate,632_00_00_00_14,210d2,MGL
7912,Nitrogen particulate organic,629_00_00_00_01,210,PERC
7913,Lithium total recoverable_dwt,1204_00_01_01_44,983,MIGG
7914,Strontium total recoverable_dwt,1212_00_01_01_44,983,MIGG
7915,Tungsten total recoverable_dwt,3344_00_01_01_44,983,MIGG
7916,Antimony total recoverable_dwt,1210_00_01_01_44,983,MIGG
7917,Arsenic total recoverable_dwt,1196_00_01_01_44,983,MIGG
7918,Barium total recoverable_dwt,389_00_01_01_44,983,MIGG
7919,Cadmium total recoverable_dwt,413_00_01_01_44,983,MIGG
7920,Chromium total recoverable_dwt,465_00_01_01_44,983,MIGG
7921,Lead total recoverable_dwt,684_00_01_01_44,983,MIGG
9113,Lead total recoverable_dwt,684_00_01_01_44,103975,MIGG
7922,Manganese total recoverable_dwt,1206_00_01_01_44,983,MIGG
7923,Nickel total recoverable_dwt,611_00_01_01_44,983,MIGG
9114,Nickel total recoverable_dwt,611_00_01_01_44,103975,MIGG
7924,Selenium total recoverable_dwt,3342_00_01_01_44,983,MIGG
7925,Tin total recoverable_dwt,3343_00_01_01_44,983,MIGG
7926,Vanadium total recoverable_dwt,879_00_01_01_44,983,MIGG
7927,Beryllium total recoverable_dwt,1197_00_01_01_44,983,MIGG
7928,Bismuth total recoverable_dwt,1198_00_01_01_44,983,MIGG
7929,Cobalt total recoverable_dwt,457_00_01_01_44,983,MIGG
7930,Gallium total recoverable_dwt,3103_00_01_01_44,983,MIGG
7931,Molybdenum total recoverable_dwt,1207_00_01_01_44,983,MIGG
7932,Thallium total recoverable_dwt,1214_00_01_01_44,983,MIGG
7933,Uranium total recoverable_dwt,1215_00_01_01_44,983,MIGG
7934,Silver total recoverable_dwt,3337_00_01_01_44,983,MIGG
7947,PCB 52-13C12,4818_00_00_00_01,1435,PERC
7959,CL5-PCB-111-13C12,2090_00_00_00_01,1435,PERC
60321,CL5-PCB-111-13C12,2090_00_00_00_01,4300,PERC
60330,PCB 153-13C12,2091_00_00_00_01,4300,PERC
7968,PCB 153-13C12,2091_00_00_00_01,1435,PERC
7977,CL7-PCB-178-13C12,2093_00_00_00_01,1435,PERC
60338,CL7-PCB-178-13C12,2093_00_00_00_01,4300,PERC
8001,Oxygen dissolved % saturation,661_00_00_00_01,320,PERC
8002,Oxygen dissolved % saturation (calcd.),662_00_00_00_01,321,PERC
8012,Pentachlorobenzene,237_00_00_00_14,710,WISKI_NGL
17850,Pentachlorobenzene,237_00_00_00_14,677,UT
17851,Pentachlorobenzene,237_00_00_00_14,680,WISKI_NGL
96287,Pentachlorobenzene,237_00_00_00_14,1947,WISKI_NGL
106664,Pentachlorobenzene,237_00_00_00_14,3401,WISKI_NGL
102463,Pentachlorobenzene,237_00_00_00_14,2879,WISKI_NGL
102567,Pentachlorobenzene,237_00_00_00_14,2883,WISKI_NGL
102122,Pentachlorobenzene,237_00_00_00_14,2863,WISKI_NGL
109632,Pentachlorobenzene,237_00_00_00_14,3654,WISKI_NGL
8014,Simazine desethyl,1231_00_00_00_14,710,WISKI_NGL
8016,Desethyl-atrazine (DEA),1110_00_00_00_14,710,WISKI_NGL
61508,Desethyl-atrazine (DEA),1110_00_00_00_14,4352,UT
60645,Desethyl-atrazine (DEA),1110_00_00_00_14,4315,UT
110110,Desethyl-atrazine (DEA),1110_00_00_00_14,3655,UT
107190,Diallate I,3050_00_00_00_14,3433,WISKI_NGL
102606,Diallate I,3050_00_00_00_14,2868,WISKI_NGL
103659,Diallate I,3050_00_00_00_14,3003,WISKI_NGL
8019,Diallate I,3050_00_00_00_14,710,WISKI_NGL
8022,Diallate II,3051_00_00_00_14,710,WISKI_NGL
103660,Diallate II,3051_00_00_00_14,3003,WISKI_NGL
102607,Diallate II,3051_00_00_00_14,2868,WISKI_NGL
107185,Diallate II,3051_00_00_00_14,3433,WISKI_NGL
106902,gamma-chlordane,207_00_00_00_14,3406,WISKI_NGL
109619,gamma-chlordane,207_00_00_00_14,3654,WISKI_NGL
102574,gamma-chlordane,207_00_00_00_14,2883,WISKI_NGL
102475,gamma-chlordane,207_00_00_00_14,2879,WISKI_NGL
106673,gamma-chlordane,207_00_00_00_14,3401,WISKI_NGL
106822,gamma-chlordane,207_00_00_00_14,3405,WISKI_NGL
102099,gamma-chlordane,207_00_00_00_14,2863,WISKI_NGL
102156,gamma-chlordane,207_00_00_00_14,2864,WISKI_NGL
96012,gamma-chlordane,207_00_00_00_14,1947,WISKI_NGL
18064,gamma-chlordane,207_00_00_00_14,673,WISKI_NGL
18065,gamma-chlordane,207_00_00_00_14,718,UT
8042,gamma-chlordane,207_00_00_00_14,710,WISKI_NGL
8044,Endosulfan I,1045_00_00_00_14,710,WISKI_NGL
8049,Endosulfan II,1046_00_00_00_14,710,WISKI_NGL
8055,Benzoylprop-ethyl,156_00_00_00_14,710,WISKI_NGL
18410,Benzoylprop-ethyl,156_00_00_00_14,900,UT
18368,Benzoylprop-ethyl,156_00_00_00_14,882,UT
96116,Benzoylprop-ethyl,156_00_00_00_14,2344,WISKI_NGL
102223,Benzoylprop-ethyl,156_00_00_00_14,2868,WISKI_NGL
110124,Benzoylprop-ethyl,156_00_00_00_14,3655,UT
107187,Benzoylprop-ethyl,156_00_00_00_14,3433,WISKI_NGL
107188,Fenoxaprop-ethyl,4172_00_00_00_14,3433,WISKI_NGL
8061,Fenoxaprop-ethyl,4172_00_00_00_14,710,WISKI_NGL
8069,"1,3-dibromobenzene",1651_00_00_00_01,710,PERC
8070,"1,3,5-tribromobenzene",243_00_00_00_01,710,PERC
102170,"1,3,5-tribromobenzene",243_00_00_00_01,2864,PERC
100417,"1,3,5-tribromobenzene",243_00_00_00_01,2679,PERC
96251,"1,3,5-tribromobenzene",243_00_00_00_01,2003,PERC
74340,Trifluralin-D14,1155_00_00_00_01,4198,PERC
8072,Trifluralin-D14,1155_00_00_00_01,710,PERC
8073,"1,2,4,5-tetrabromobenzene (1,2,4,5-TBB)",247_00_00_00_01,710,PERC
96252,"1,2,4,5-tetrabromobenzene (1,2,4,5-TBB)",247_00_00_00_01,2003,PERC
100418,"1,2,4,5-tetrabromobenzene (1,2,4,5-TBB)",247_00_00_00_01,2679,PERC
102171,"1,2,4,5-tetrabromobenzene (1,2,4,5-TBB)",247_00_00_00_01,2864,PERC
102093,"1,2,4,5-tetrabromobenzene (1,2,4,5-TBB)",247_00_00_00_01,2863,PERC
109613,"1,2,4,5-tetrabromobenzene (1,2,4,5-TBB)",247_00_00_00_01,3654,PERC
8074,Atrazine-13C3,2082_00_00_00_01,710,PERC
8075,gamma-BHC-13C6 OR gamma-HCH-13C6,2083_00_00_00_01,710,PERC
8076,delta-hexachlorocyclohexane-13C OR delta-HCH-13C or delta-BHC-13C,42_00_00_00_01,710,PERC
109615,delta-hexachlorocyclohexane-13C OR delta-HCH-13C or delta-BHC-13C,42_00_00_00_01,3654,PERC
13493,delta-hexachlorocyclohexane-13C OR delta-HCH-13C or delta-BHC-13C,42_00_00_00_01,4385,PERC
8078,Chlorpyrifos-D10,2084_00_00_00_01,710,PERC
8079,Oxychlordane-13C10,2085_00_00_00_01,710,PERC
8080,gamma-Chlordane-D10,2086_00_00_00_01,710,PERC
8082,"p,p'-DDT-D8",2087_00_00_00_01,710,PERC
8083,Endosulfan sulfate-13C9,2088_00_00_00_01,710,PERC
8116,"2,3,7,8-T4CDD",1419_00_00_00_14,1436,WISKI_PGL
13697,"2,3,7,8-T4CDD",1419_00_00_00_14,4395,WISKI_PGL
8117,"2,3,7,8-tetrachlorodibenzo-p-dioxin-13C12",2095_00_00_00_01,1436,PERC
8118,Tetrachlorodibenzo-p-dioxins - TCDD (homologue group),2107_00_00_00_14,1436,WISKI_PGL
8120,"2,3,7,8-tetrachlorodibenzofuran-13C12",2096_00_00_00_01,1436,PERC
8121,Tetrachlorodibenzofurans - TCDF (homologue group),2108_00_00_00_14,1436,WISKI_PGL
8122,"1,2,3,7,8-P5CDD",2659_00_00_00_14,1436,WISKI_PGL
13902,"1,2,3,7,8-P5CDD",2659_00_00_00_14,4405,WISKI_PGL
13703,"1,2,3,7,8-P5CDD",2659_00_00_00_14,4395,WISKI_PGL
10731,"1,2,3,7,8-P5CDD",2659_00_00_00_14,844,WISKI_PGL
8123,"1,2,3,7,8-pentachlorodibenzo-p-dioxin-13C12",2097_00_00_00_01,1436,PERC
8124,Pentachlorodibenzo-p-dioxins - PeCDD (homologue group),2109_00_00_00_14,1436,WISKI_PGL
8125,"1,2,3,7,8-P5CDF",2664_00_00_00_14,1436,WISKI_PGL
13910,"1,2,3,7,8-P5CDF",2664_00_00_00_14,4405,WISKI_PGL
10739,"1,2,3,7,8-P5CDF",2664_00_00_00_14,844,WISKI_PGL
13706,"1,2,3,7,8-P5CDF",2664_00_00_00_14,4395,WISKI_PGL
8126,"1,2,3,7,8-pentachlorodibenzofurane-13C12",2098_00_00_00_01,1436,PERC
8127,"2,3,4,7,8-P5CDF",2665_00_00_00_14,1436,WISKI_PGL
13707,"2,3,4,7,8-P5CDF",2665_00_00_00_14,4395,WISKI_PGL
10740,"2,3,4,7,8-P5CDF",2665_00_00_00_14,844,WISKI_PGL
48983,"2,3,4,7,8-P5CDF",2665_00_00_00_14,3224,WISKI_PGL
13911,"2,3,4,7,8-P5CDF",2665_00_00_00_14,4405,WISKI_PGL
8129,Pentachlorodibenzofurans - PeCDF (homologue group),2110_00_00_00_14,1436,WISKI_PGL
8130,"1,2,3,4,7,8-H6CDD",2660_00_00_00_14,1436,WISKI_PGL
10732,"1,2,3,4,7,8-H6CDD",2660_00_00_00_14,844,WISKI_PGL
13710,"1,2,3,4,7,8-H6CDD",2660_00_00_00_14,4395,WISKI_PGL
13903,"1,2,3,4,7,8-H6CDD",2660_00_00_00_14,4405,WISKI_PGL
13904,"1,2,3,6,7,8-H6CDD",2661_00_00_00_14,4405,WISKI_PGL
13711,"1,2,3,6,7,8-H6CDD",2661_00_00_00_14,4395,WISKI_PGL
10733,"1,2,3,6,7,8-H6CDD",2661_00_00_00_14,844,WISKI_PGL
8131,"1,2,3,6,7,8-H6CDD",2661_00_00_00_14,1436,WISKI_PGL
8132,"1,2,3,6,7,8-hexachlorodibenzo-p-dioxin-13C12",2100_00_00_00_01,1436,PERC
8133,"1,2,3,7,8,9-H6CDD",2662_00_00_00_14,1436,WISKI_PGL
10734,"1,2,3,7,8,9-H6CDD",2662_00_00_00_14,844,WISKI_PGL
13712,"1,2,3,7,8,9-H6CDD",2662_00_00_00_14,4395,WISKI_PGL
13905,"1,2,3,7,8,9-H6CDD",2662_00_00_00_14,4405,WISKI_PGL
8135,Hexachlorodibenzo-p-dioxins - HxCDD (homologue group),2111_00_00_00_14,1436,WISKI_PGL
8136,"1,2,3,4,7,8-H6CDF",2666_00_00_00_14,1436,WISKI_PGL
13715,"1,2,3,4,7,8-H6CDF",2666_00_00_00_14,4395,WISKI_PGL
10741,"1,2,3,4,7,8-H6CDF",2666_00_00_00_14,844,WISKI_PGL
13912,"1,2,3,4,7,8-H6CDF",2666_00_00_00_14,4405,WISKI_PGL
13913,"1,2,3,6,7,8-H6CDF",2667_00_00_00_14,4405,WISKI_PGL
10742,"1,2,3,6,7,8-H6CDF",2667_00_00_00_14,844,WISKI_PGL
13716,"1,2,3,6,7,8-H6CDF",2667_00_00_00_14,4395,WISKI_PGL
8137,"1,2,3,6,7,8-H6CDF",2667_00_00_00_14,1436,WISKI_PGL
8138,"1,2,3,6,7,8-hexachlorodibenzofuran-13C12",2102_00_00_00_01,1436,PERC
8139,"1,2,3,7,8,9-H6CDF",2668_00_00_00_14,1436,WISKI_PGL
13914,"1,2,3,7,8,9-H6CDF",2668_00_00_00_14,4405,WISKI_PGL
13717,"1,2,3,7,8,9-H6CDF",2668_00_00_00_14,4395,WISKI_PGL
10744,"1,2,3,7,8,9-H6CDF",2668_00_00_00_14,844,WISKI_PGL
10743,"2,3,4,6,7,8-H6CDF",2669_00_00_00_14,844,WISKI_PGL
13718,"2,3,4,6,7,8-H6CDF",2669_00_00_00_14,4395,WISKI_PGL
13915,"2,3,4,6,7,8-H6CDF",2669_00_00_00_14,4405,WISKI_PGL
8140,"2,3,4,6,7,8-H6CDF",2669_00_00_00_14,1436,WISKI_PGL
8141,Hexachlorodibenzofurans - HxCDF (homologue group),2112_00_00_00_14,1436,WISKI_PGL
8142,"1,2,3,4,6,7,8-HpCDD",2663_00_00_00_14,1436,WISKI_PGL
13721,"1,2,3,4,6,7,8-HpCDD",2663_00_00_00_14,4395,WISKI_PGL
10735,"1,2,3,4,6,7,8-HpCDD",2663_00_00_00_14,844,WISKI_PGL
13906,"1,2,3,4,6,7,8-HpCDD",2663_00_00_00_14,4405,WISKI_PGL
8143,"1,2,3,4,6,7,8-heptachlorodibenzo-p-dioxin-13C12",2103_00_00_00_01,1436,PERC
8144,Heptachlorodibenzo-p-dioxins - HpCDD (homologue group),2113_00_00_00_14,1436,WISKI_PGL
8145,"1,2,3,4,6,7,8-H7CDF",2670_00_00_00_14,1436,WISKI_PGL
10745,"1,2,3,4,6,7,8-H7CDF",2670_00_00_00_14,844,WISKI_PGL
13724,"1,2,3,4,6,7,8-H7CDF",2670_00_00_00_14,4395,WISKI_PGL
13916,"1,2,3,4,6,7,8-H7CDF",2670_00_00_00_14,4405,WISKI_PGL
8146,"1,2,3,4,6,7,8-heptachlorodibenzofuran-13C12",2104_00_00_00_01,1436,PERC
8147,"1,2,3,4,7,8,9-HpCDF",2671_00_00_00_14,1436,WISKI_PGL
13725,"1,2,3,4,7,8,9-HpCDF",2671_00_00_00_14,4395,WISKI_PGL
10746,"1,2,3,4,7,8,9-HpCDF",2671_00_00_00_14,844,WISKI_PGL
13917,"1,2,3,4,7,8,9-HpCDF",2671_00_00_00_14,4405,WISKI_PGL
8149,Heptachlorodibenzofurans - HpCDF (homologue group),2114_00_00_00_14,1436,WISKI_PGL
8151,"1,2,3,4,6,7,8,9-octachlorodibenzo-p-dioxine-13C12",2106_00_00_00_01,1436,PERC
13732,"1,2,3,4,6,7,8,9-octachlorodibenzo-p-dioxine-13C12",2106_00_00_00_01,4395,PERC
13731,Octachlorodibenzo-p-dioxins - OCDD (homologue group),2115_00_00_00_14,4395,WISKI_PGL
8152,Octachlorodibenzo-p-dioxins - OCDD (homologue group),2115_00_00_00_14,1436,WISKI_PGL
8154,Octachlorodibenzofurans - OCDF (homologue group),2116_00_00_00_14,1436,WISKI_PGL
13730,Octachlorodibenzofurans - OCDF (homologue group),2116_00_00_00_14,4395,WISKI_PGL
8155,Total toxicity equivalent concentration (fish),2117_00_00_00_14,1436,WISKI_PGL
8157,Total toxicity equivalent concentration (mammals),2119_00_00_00_14,1436,WISKI_PGL
8158,Total dioxins,2120_00_00_00_14,1436,WISKI_PGL
13733,Total dioxins,2120_00_00_00_14,4395,WISKI_PGL
13734,Total furans,2121_00_00_00_14,4395,WISKI_PGL
8159,Total furans,2121_00_00_00_14,1436,WISKI_PGL
8211,Biochemical oxygen demand dissolved (BOD5),652_00_00_00_14,330,MGL
8221,Boron total recoverable,3351_00_00_00_14,2459,UT
13117,Boron total recoverable,3351_00_00_00_14,4382,MGL
14564,Boron total recoverable,3351_00_00_00_14,4412,UT
14558,Aluminum total recoverable,374_00_00_00_14,4412,UT
13112,Aluminum total recoverable,374_00_00_00_14,4382,MGL
8222,Aluminum total recoverable,374_00_00_00_14,2459,UT
8223,Barium total recoverable,389_00_00_00_14,2459,UT
13115,Barium total recoverable,389_00_00_00_14,4382,MGL
56020,Barium total recoverable,389_00_00_00_14,1581,MGL
14561,Barium total recoverable,389_00_00_00_14,4412,UT
14568,Copper total recoverable,471_00_00_00_14,4412,UT
29020,Copper total recoverable,471_00_00_00_14,1224,MGL
13122,Copper total recoverable,471_00_00_00_14,4382,MGL
8224,Copper total recoverable,471_00_00_00_14,2459,UT
8225,Iron total recoverable,1201_00_00_00_14,2459,UT
13123,Iron total recoverable,1201_00_00_00_14,4382,MGL
14570,Iron total recoverable,1201_00_00_00_14,4412,UT
14573,Lithium total recoverable,1204_00_00_00_14,4412,UT
13125,Lithium total recoverable,1204_00_00_00_14,4382,MGL
8226,Lithium total recoverable,1204_00_00_00_14,2459,UT
8227,Manganese total recoverable,1206_00_00_00_14,2459,UT
13127,Manganese total recoverable,1206_00_00_00_14,4382,MGL
14574,Manganese total recoverable,1206_00_00_00_14,4412,UT
14586,Zinc total recoverable,891_00_00_00_14,4412,UT
30020,Zinc total recoverable,891_00_00_00_14,1224,MGL
8228,Zinc total recoverable,891_00_00_00_14,2459,UT
13141,Zinc total recoverable,891_00_00_00_14,4382,MGL
8229,Antimony total recoverable,1210_00_00_00_14,2459,UT
13113,Antimony total recoverable,1210_00_00_00_14,4382,MGL
14559,Antimony total recoverable,1210_00_00_00_14,4412,UT
14560,Arsenic total recoverable,1196_00_00_00_14,4412,UT
13114,Arsenic total recoverable,1196_00_00_00_14,4382,MGL
8230,Arsenic total recoverable,1196_00_00_00_14,2459,UT
8231,Cadmium total recoverable,413_00_00_00_14,2459,UT
13118,Cadmium total recoverable,413_00_00_00_14,4382,MGL
48020,Cadmium total recoverable,413_00_00_00_14,1224,MGL
14565,Cadmium total recoverable,413_00_00_00_14,4412,UT
14566,Chromium total recoverable,465_00_00_00_14,4412,UT
13120,Chromium total recoverable,465_00_00_00_14,4382,MGL
8232,Chromium total recoverable,465_00_00_00_14,2459,UT
8233,Cobalt total recoverable,457_00_00_00_14,2459,UT
13121,Cobalt total recoverable,457_00_00_00_14,4382,MGL
27020,Cobalt total recoverable,457_00_00_00_14,1224,MGL
14567,Cobalt total recoverable,457_00_00_00_14,4412,UT
14569,Gallium total recoverable,3103_00_00_00_14,4412,UT
8234,Gallium total recoverable,3103_00_00_00_14,2459,UT
8235,Lanthanum total recoverable,3104_00_00_00_14,2459,UT
14571,Lanthanum total recoverable,3104_00_00_00_14,4412,UT
14572,Lead total recoverable,684_00_00_00_14,4412,UT
8236,Lead total recoverable,684_00_00_00_14,2459,UT
13124,Lead total recoverable,684_00_00_00_14,4382,MGL
82020,Lead total recoverable,684_00_00_00_14,1224,MGL
13128,Molybdenum total recoverable,1207_00_00_00_14,4382,MGL
8237,Molybdenum total recoverable,1207_00_00_00_14,2459,UT
14575,Molybdenum total recoverable,1207_00_00_00_14,4412,UT
14576,Nickel total recoverable,611_00_00_00_14,4412,UT
8238,Nickel total recoverable,611_00_00_00_14,2459,UT
13129,Nickel total recoverable,611_00_00_00_14,4382,MGL
28020,Nickel total recoverable,611_00_00_00_14,1224,MGL
8239,Rubidium total recoverable,3107_00_00_00_14,2459,UT
14577,Rubidium total recoverable,3107_00_00_00_14,4412,UT
14578,Selenium total recoverable,3342_00_00_00_14,4412,UT
8240,Selenium total recoverable,3342_00_00_00_14,2459,UT
13132,Selenium total recoverable,3342_00_00_00_14,4382,MGL
8241,Strontium total recoverable,1212_00_00_00_14,2459,UT
13135,Strontium total recoverable,1212_00_00_00_14,4382,MGL
14580,Strontium total recoverable,1212_00_00_00_14,4412,UT
14581,Thallium total recoverable,1214_00_00_00_14,4412,UT
13136,Thallium total recoverable,1214_00_00_00_14,4382,MGL
8242,Thallium total recoverable,1214_00_00_00_14,2459,UT
8243,Tin total recoverable,3343_00_00_00_14,2459,UT
14582,Tin total recoverable,3343_00_00_00_14,4412,UT
14585,Vanadium total recoverable,879_00_00_00_14,4412,UT
8244,Vanadium total recoverable,879_00_00_00_14,2459,UT
13140,Vanadium total recoverable,879_00_00_00_14,4382,MGL
23020,Vanadium total recoverable,879_00_00_00_14,1095,MGL
13116,Beryllium total recoverable,1197_00_00_00_14,4382,MGL
8245,Beryllium total recoverable,1197_00_00_00_14,2459,UT
14562,Beryllium total recoverable,1197_00_00_00_14,4412,UT
14563,Bismuth total recoverable,1198_00_00_00_14,4412,UT
8246,Bismuth total recoverable,1198_00_00_00_14,2459,UT
8247,Silver total recoverable,3337_00_00_00_14,2459,UT
14579,Silver total recoverable,3337_00_00_00_14,4412,UT
14584,Uranium total recoverable,1215_00_00_00_14,4412,UT
8248,Uranium total recoverable,1215_00_00_00_14,2459,UT
13139,Uranium total recoverable,1215_00_00_00_14,4382,MGL
8253,Colour apparent,437_00_00_00_41,3745,WISKI_COLU
8269,Dechlorane (Mirex),3283_00_00_06_13,103974,WISKI_NG
8270,anti-dechlorane plus (anti-DP),1634_00_00_06_13,103974,WISKI_NG
8271,syn-dechlorane plus (syn-DP),1635_00_00_06_13,103974,WISKI_NG
8272,Dechlorane 602,3284_00_00_06_13,103974,WISKI_NG
8273,Dechlorane 603,3285_00_00_06_13,103974,WISKI_NG
8274,Dechlorane 604 Component A,3286_00_00_06_13,103974,WISKI_NG
8275,Hexachlorocyclopentadienyl-dibromocyclooctane (HCDBCO),3287_00_00_06_13,103974,WISKI_NG
8276,"Allyl 2,4,6-tribromophenyl ether (ATE)",1633_00_00_06_13,103974,WISKI_NG
8277,"2-bromoallyl 2,4,6-tribromophenyl ether (BATE)",1631_00_00_06_13,103974,WISKI_NG
8278,"2,3-dibromopropyl 2,4,6-tribromophenyl ether (DPTE)",1630_00_00_06_13,103974,WISKI_NG
8279,"1,2-bis(2,4,6-tribromophenoxy)ethane (BTBPE)",1627_00_00_06_13,103974,WISKI_NG
8280,bis(2-ethyl-1-hexyl)tetrabromophthalate (BEHTBP),1643_00_00_06_13,103974,WISKI_NG
8281,"2-ethylhexyl-2,3,4,5-tetrabromobenzoate (EHTeBB or EHTBB)",1632_00_00_06_13,103974,WISKI_NG
8282,"1,2-Dibromo-4-(1,2-dibromoethyl)cyclohexane (total TBECH)",3289_00_00_06_13,103974,WISKI_NG
8283,Hexabromobenzene (HBB),1644_00_00_06_13,103974,WISKI_NG
8284,"1,2,3,4,5-pentabromobenzene (PBBZ)",1626_00_00_06_13,103974,WISKI_NG
8287,"1,2,4-tribromobenzene (1,2,4-triBB)",3291_00_00_06_13,103974,WISKI_NG
8288,"1,2-dibromobenzene (1,2-diBB)",3292_00_00_06_13,103974,WISKI_NG
8289,"1,4-dibromobenzene (1,4-diBB)",3293_00_00_06_13,103974,WISKI_NG
8290,Pentabromotoluene (PBTo OR PBT),1647_00_00_06_13,103974,WISKI_NG
8291,Pentabromoethylbenzene (PBEB),1646_00_00_06_13,103974,WISKI_NG
8292,Pentabromobenzyl bromide (PBBB),3294_00_00_06_13,103974,WISKI_NG
8293,"2,3,5,6-tetrabromo-p-xylene (pTBX)",1629_00_00_06_13,103974,WISKI_NG
8294,Tetrabromo-o-chlorotoluene (TBCT),1648_00_00_06_13,103974,WISKI_NG
8295,"1,2-bis(2,4,6-tribromophenoxy)ethane (BTBPE)-13C12",1964_00_00_06_01,103974,PERC
8296,Dechlorane-13C10,3295_00_00_06_01,103974,PERC
8297,"1,2,3,4,5-pentabromobenzene-13C6",3296_00_00_06_01,103974,PERC
8298,Hexabromobenzene (HBB)-13C6,1963_00_00_06_01,103974,PERC
8299,Dechlorane 602-13C10,3297_00_00_06_01,103974,PERC
8300,Dechlorane plus Anti-13C10,3298_00_00_06_01,103974,PERC
